order_date,ship_date,ship_mode,segment,country,city,state,region,category,sub_category,sales,quantity,discount,profit
2015-07-05,2015-07-10,Second Class,Corporate,United States,Fayetteville,North Carolina,South,Furniture,Furnishings,4.928,2,0.2,0.7392
2015-07-05,2015-07-11,Standard Class,Corporate,United States,Charlotte,North Carolina,South,Furniture,Furnishings,4.928,2,0.2,0.7392
2015-07-06,2015-07-10,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,155.82,3,0.0,63.8862
2015-07-06,2015-07-11,Standard Class,Consumer,United States,Pasadena,California,West,Furniture,Chairs,170.352,3,0.2,-17.0352
2015-07-06,2015-07-11,Standard Class,Home Office,United States,Holyoke,Massachusetts,East,Furniture,Bookcases,301.96,2,0.0,60.392
2015-07-06,2015-07-10,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,13.96,2,0.0,6.7008
2015-07-09,2015-07-14,Standard Class,Consumer,United States,Clinton,Maryland,East,Furniture,Furnishings,181.96,2,0.0,20.0156
2015-07-11,2015-07-13,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,341.488,8,0.3,-73.176
2015-07-11,2015-07-13,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,289.8,7,0.2,36.225
2015-07-11,2015-07-13,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,25.344,6,0.2,3.4848
2015-07-11,2015-07-12,First Class,Corporate,United States,Wilmington,Delaware,East,Furniture,Tables,199.836,4,0.3,-37.1124
2015-07-12,2015-07-17,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,7.76,1,0.6,-2.134
2015-07-12,2015-07-17,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Chairs,383.607,9,0.3,-5.4801
2015-07-13,2015-07-15,Second Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,1931.04,9,0.1,321.84
2015-07-14,2015-07-19,Second Class,Consumer,United States,Mesa,Arizona,West,Furniture,Bookcases,127.764,6,0.7,-191.646
2015-07-14,2015-07-19,Second Class,Consumer,United States,Mesa,Arizona,West,Furniture,Chairs,441.92,2,0.2,49.716
2015-07-16,2015-07-20,Standard Class,Home Office,United States,Baltimore,Maryland,East,Furniture,Chairs,150.98,1,0.0,43.7842
2015-07-16,2015-07-16,Same Day,Corporate,United States,San Francisco,California,West,Furniture,Chairs,1348.704,6,0.2,-219.1644
2015-07-16,2015-07-16,Same Day,Corporate,United States,San Francisco,California,West,Furniture,Chairs,700.152,3,0.2,78.7671
2015-07-17,2015-07-19,Second Class,Consumer,United States,Bakersfield,California,West,Furniture,Bookcases,195.466,2,0.15,-13.7976
2015-07-17,2015-07-20,Second Class,Corporate,United States,Port Saint Lucie,Florida,South,Furniture,Bookcases,231.92,5,0.2,5.798
2015-07-18,2015-07-20,Second Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,7.38,1,0.0,2.1402
2015-07-20,2015-07-27,Standard Class,Consumer,United States,Highland Park,Illinois,Central,Furniture,Bookcases,384.944,4,0.3,-126.4816
2015-07-20,2015-07-27,Standard Class,Consumer,United States,Highland Park,Illinois,Central,Furniture,Bookcases,913.43,5,0.3,-52.196
2015-07-23,2015-07-27,Standard Class,Home Office,United States,New York City,New York,East,Furniture,Furnishings,128.82,3,0.0,50.2398
2015-07-24,2015-07-28,Standard Class,Home Office,United States,Louisville,Kentucky,South,Furniture,Furnishings,20.94,3,0.0,6.0726
2015-07-25,2015-07-29,Standard Class,Corporate,United States,Montgomery,Alabama,South,Furniture,Tables,358.58,2,0.0,39.4438
2015-07-25,2015-07-27,Second Class,Consumer,United States,Seattle,Washington,West,Furniture,Bookcases,704.9,5,0.0,56.392
2015-07-25,2015-07-27,Second Class,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,561.568,2,0.2,28.0784
2015-07-26,2015-07-28,First Class,Consumer,United States,Mesa,Arizona,West,Furniture,Tables,393.165,3,0.5,-204.4458
2015-07-26,2015-07-31,Standard Class,Corporate,United States,Glendale,Arizona,West,Furniture,Chairs,266.352,3,0.2,13.3176
2015-07-30,2015-08-01,First Class,Home Office,United States,Lakeville,Minnesota,Central,Furniture,Chairs,155.88,6,0.0,38.97
2015-07-30,2015-07-31,First Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,5.28,3,0.0,2.3232
2015-07-31,2015-07-31,Same Day,Consumer,United States,New York City,New York,East,Furniture,Tables,1090.782,7,0.4,-290.8752
2015-08-01,2015-08-07,Standard Class,Home Office,United States,Los Angeles,California,West,Furniture,Tables,1004.976,6,0.2,-175.8708
2015-08-02,2015-08-05,Second Class,Home Office,United States,Providence,Rhode Island,East,Furniture,Chairs,110.98,1,0.0,15.5372
2015-08-02,2015-08-06,Standard Class,Consumer,United States,Springfield,Oregon,West,Furniture,Tables,277.5,4,0.5,-188.7
2015-08-05,2015-08-11,Standard Class,Corporate,United States,Dallas,Texas,Central,Furniture,Furnishings,14.76,5,0.6,-11.439
2015-08-06,2015-08-10,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Bookcases,369.1992,3,0.32,-114.0174
2015-08-07,2015-08-08,First Class,Consumer,United States,Kirkwood,Missouri,Central,Furniture,Furnishings,212.94,3,0.0,34.0704
2015-08-08,2015-08-08,Same Day,Consumer,United States,San Francisco,California,West,Furniture,Chairs,144.784,1,0.2,10.8588
2015-08-09,2015-08-13,Second Class,Home Office,United States,Milwaukee,Wisconsin,Central,Furniture,Bookcases,687.4,5,0.0,48.118
2015-08-09,2015-08-12,First Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,6.16,2,0.0,2.9568
2015-08-09,2015-08-12,First Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,47.04,3,0.0,18.3456
2015-08-09,2015-08-12,First Class,Consumer,United States,New York City,New York,East,Furniture,Tables,382.806,9,0.4,-153.1224
2015-08-09,2015-08-16,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,10.02,3,0.0,4.4088
2015-08-09,2015-08-16,Standard Class,Corporate,United States,Detroit,Michigan,Central,Furniture,Tables,622.45,5,0.0,136.939
2015-08-11,2015-08-16,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Furniture,Furnishings,46.152,3,0.2,12.1149
2015-08-13,2015-08-13,Same Day,Consumer,United States,Pomona,California,West,Furniture,Furnishings,31.56,3,0.0,10.4148
2015-08-15,2015-08-19,Standard Class,Consumer,United States,Oakland,California,West,Furniture,Furnishings,104.23,7,0.0,28.1421
2015-08-16,2015-08-20,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,301.47,3,0.5,-204.9996
2015-08-16,2015-08-20,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,254.352,3,0.2,0.0
2015-08-21,2015-08-25,Standard Class,Corporate,United States,Springfield,Ohio,East,Furniture,Chairs,598.458,3,0.3,-42.747
2015-08-21,2015-08-25,Standard Class,Corporate,United States,Springfield,Ohio,East,Furniture,Furnishings,25.984,1,0.2,-3.8976
2015-08-21,2015-08-23,First Class,Home Office,United States,San Francisco,California,West,Furniture,Chairs,544.008,3,0.2,40.8006
2015-08-21,2015-08-26,Standard Class,Corporate,United States,San Francisco,California,West,Furniture,Bookcases,586.398,6,0.15,34.494
2015-08-24,2015-08-28,Standard Class,Consumer,United States,Arlington,Texas,Central,Furniture,Tables,918.785,5,0.3,-118.1295
2015-08-24,2015-08-28,Second Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,14.91,3,0.0,4.6221
2015-08-24,2015-08-28,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Tables,284.364,2,0.4,-75.8304
2015-08-25,2015-08-30,Standard Class,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,40.784,1,0.2,4.5882
2015-08-25,2015-08-25,Same Day,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,20.104,2,0.6,-16.5858
2015-08-25,2015-08-25,Same Day,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,7.88,5,0.6,-3.94
2015-08-28,2015-09-01,Standard Class,Corporate,United States,Dallas,Texas,Central,Furniture,Tables,103.481,1,0.3,-16.2613
2015-08-28,2015-09-04,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,4.16,2,0.0,1.7472
2015-08-28,2015-09-04,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Bookcases,307.666,2,0.15,28.9568
2015-08-31,2015-09-02,First Class,Corporate,United States,San Francisco,California,West,Furniture,Bookcases,1552.831,7,0.15,200.9546
2015-09-01,2015-09-08,Standard Class,Home Office,United States,Franklin,Massachusetts,East,Furniture,Furnishings,124.36,2,0.0,27.3592
2015-09-01,2015-09-08,Standard Class,Home Office,United States,Franklin,Massachusetts,East,Furniture,Chairs,60.74,1,0.0,15.185
2015-09-03,2015-09-08,Standard Class,Corporate,United States,Tucson,Arizona,West,Furniture,Furnishings,238.152,3,0.2,89.307
2015-09-03,2015-09-08,Standard Class,Home Office,United States,San Francisco,California,West,Furniture,Chairs,129.568,2,0.2,-12.9568
2015-09-05,2015-09-09,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Bookcases,411.332,4,0.15,-4.8392
2015-09-05,2015-09-09,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Bookcases,293.199,3,0.15,-20.6964
2015-09-05,2015-09-10,Standard Class,Corporate,United States,Rochester,Minnesota,Central,Furniture,Furnishings,6.16,2,0.0,2.9568
2015-09-05,2015-09-12,Standard Class,Home Office,United States,Charlottesville,Virginia,South,Furniture,Furnishings,67.96,4,0.0,12.2328
2015-09-06,2015-09-12,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,191.82,3,0.0,74.8098
2015-09-06,2015-09-09,Second Class,Consumer,United States,Lafayette,Louisiana,South,Furniture,Tables,85.98,1,0.0,22.3548
2015-09-06,2015-09-13,Standard Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,271.764,2,0.1,60.392
2015-09-07,2015-09-12,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Tables,481.176,2,0.4,-120.294
2015-09-07,2015-09-11,Standard Class,Consumer,United States,El Paso,Texas,Central,Furniture,Chairs,47.516,2,0.3,-2.0364
2015-09-07,2015-09-07,Same Day,Consumer,United States,New York City,New York,East,Furniture,Tables,27.414,3,0.4,-14.1639
2015-09-08,2015-09-14,Standard Class,Corporate,United States,Montgomery,Alabama,South,Furniture,Furnishings,21.36,8,0.0,8.1168
2015-09-10,2015-09-16,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,106.68,6,0.0,33.0708
2015-09-10,2015-09-14,Standard Class,Corporate,United States,Revere,Massachusetts,East,Furniture,Bookcases,361.96,2,0.0,83.2508
2015-09-10,2015-09-14,Standard Class,Corporate,United States,Austin,Texas,Central,Furniture,Chairs,179.886,1,0.3,-2.5698
2015-09-11,2015-09-18,Standard Class,Home Office,United States,Paterson,New Jersey,East,Furniture,Furnishings,8.92,4,0.0,3.9248
2015-09-11,2015-09-15,Second Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,210.68,2,0.0,50.5632
2015-09-11,2015-09-12,First Class,Corporate,United States,Aurora,Colorado,West,Furniture,Furnishings,24.64,4,0.2,4.004
2015-09-13,2015-09-20,Standard Class,Consumer,United States,Atlanta,Georgia,South,Furniture,Furnishings,129.93,3,0.0,12.993
2015-09-13,2015-09-15,First Class,Corporate,United States,Anaheim,California,West,Furniture,Chairs,717.72,3,0.2,71.772
2015-09-13,2015-09-15,First Class,Corporate,United States,Anaheim,California,West,Furniture,Furnishings,44.67,3,0.0,12.0609
2015-09-13,2015-09-15,First Class,Corporate,United States,Anaheim,California,West,Furniture,Furnishings,207.35,5,0.0,24.882
2015-09-13,2015-09-18,Standard Class,Consumer,United States,Columbus,Indiana,Central,Furniture,Chairs,1516.2,7,0.0,394.212
2015-09-13,2015-09-15,First Class,Corporate,United States,Anaheim,California,West,Furniture,Furnishings,131.88,7,0.0,55.3896
2015-09-13,2015-09-17,Second Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Chairs,170.072,4,0.3,-12.148
2015-09-14,2015-09-19,Standard Class,Consumer,United States,Provo,Utah,West,Furniture,Tables,912.75,5,0.0,118.6575
2015-09-14,2015-09-18,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Tables,170.136,3,0.2,-8.5068
2015-09-15,2015-09-19,Standard Class,Consumer,United States,Mobile,Alabama,South,Furniture,Chairs,1056.86,7,0.0,306.4894
2015-09-15,2015-09-19,Standard Class,Consumer,United States,Mobile,Alabama,South,Furniture,Tables,801.96,2,0.0,200.49
2015-09-15,2015-09-15,Same Day,Corporate,United States,Coral Springs,Florida,South,Furniture,Furnishings,55.968,1,0.2,-2.0988
2015-09-15,2015-09-15,Same Day,Corporate,United States,Coral Springs,Florida,South,Furniture,Furnishings,15.712,4,0.2,2.5532
2015-09-15,2015-09-19,Second Class,Corporate,United States,New York City,New York,East,Furniture,Bookcases,46.384,1,0.2,1.1596
2015-09-17,2015-09-23,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,199.764,2,0.1,8.8784
2015-09-17,2015-09-21,Standard Class,Home Office,United States,New York City,New York,East,Furniture,Tables,344.22,2,0.4,-103.266
2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,3083.43,7,0.5,-1665.0522
2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,124.2,3,0.2,15.525
2015-09-17,2015-09-21,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,21.936,2,0.6,-10.4196
2015-09-17,2015-09-23,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,4228.704,6,0.2,158.5764
2015-09-17,2015-09-23,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,2003.92,5,0.2,-25.049
2015-09-18,2015-09-23,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,24.4,2,0.0,10.248
2015-09-19,2015-09-24,Second Class,Home Office,United States,Arlington,Virginia,South,Furniture,Bookcases,61.96,2,0.0,4.3372
2015-09-19,2015-09-23,Standard Class,Home Office,United States,Sacramento,California,West,Furniture,Furnishings,60.84,3,0.0,19.4688
2015-09-21,2015-09-26,Standard Class,Home Office,United States,Everett,Massachusetts,East,Furniture,Chairs,542.94,3,0.0,141.1644
2015-09-21,2015-09-23,First Class,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,601.536,4,0.2,0.0
2015-09-21,2015-09-21,Same Day,Home Office,United States,Quincy,Massachusetts,East,Furniture,Furnishings,85.3,2,0.0,14.501
2015-09-21,2015-09-24,First Class,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,4.928,4,0.6,-1.4784
2015-09-21,2015-09-27,Standard Class,Corporate,United States,Lincoln Park,Michigan,Central,Furniture,Bookcases,194.32,4,0.0,31.0912
2015-09-21,2015-09-26,Standard Class,Consumer,United States,Columbia,South Carolina,South,Furniture,Chairs,1690.04,4,0.0,422.51
2015-09-22,2015-09-26,Second Class,Home Office,United States,Arlington,Virginia,South,Furniture,Furnishings,47.98,2,0.0,11.0354
2015-09-22,2015-09-22,Same Day,Consumer,United States,Oceanside,California,West,Furniture,Furnishings,204.6,2,0.0,53.196
2015-09-24,2015-09-30,Standard Class,Consumer,United States,Lafayette,Louisiana,South,Furniture,Chairs,517.5,6,0.0,155.25
2015-09-24,2015-09-28,Standard Class,Home Office,United States,Dubuque,Iowa,Central,Furniture,Chairs,1408.1,10,0.0,394.268
2015-09-24,2015-09-28,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,14.91,3,0.0,4.6221
2015-09-25,2015-09-30,Standard Class,Consumer,United States,Orem,Utah,West,Furniture,Tables,1044.63,3,0.0,240.2649
2015-09-25,2015-09-30,Standard Class,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,307.136,4,0.2,-11.5176
2015-09-25,2015-09-25,Same Day,Consumer,United States,Freeport,New York,East,Furniture,Chairs,102.582,1,0.1,6.8388
2015-09-27,2015-09-29,First Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,24.288,3,0.6,-12.7512
2015-10-02,2015-10-04,First Class,Consumer,United States,Hillsboro,Oregon,West,Furniture,Furnishings,11.032,1,0.2,3.0338
2015-10-03,2015-10-06,Second Class,Consumer,United States,Columbus,Ohio,East,Furniture,Bookcases,35.49,1,0.5,-15.6156
2015-10-03,2015-10-08,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Bookcases,120.666,2,0.15,18.4548
2015-10-04,2015-10-09,Second Class,Corporate,United States,Warner Robins,Georgia,South,Furniture,Chairs,392.94,3,0.0,43.2234
2015-10-04,2015-10-09,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,64.944,3,0.2,6.4944
2015-10-05,2015-10-09,Standard Class,Consumer,United States,Portland,Oregon,West,Furniture,Bookcases,66.294,1,0.7,-103.8606
2015-10-05,2015-10-09,Standard Class,Consumer,United States,Portland,Oregon,West,Furniture,Chairs,291.168,4,0.2,-14.5584
2015-10-08,2015-10-13,Standard Class,Corporate,United States,Dallas,Texas,Central,Furniture,Furnishings,72.78,3,0.6,-70.9605
2015-10-08,2015-10-12,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,145.9,5,0.0,62.737
2015-10-09,2015-10-13,Standard Class,Consumer,United States,Detroit,Michigan,Central,Furniture,Chairs,389.97,3,0.0,35.0973
2015-10-10,2015-10-12,First Class,Corporate,United States,Santa Barbara,California,West,Furniture,Chairs,362.136,3,0.2,-54.3204
2015-10-11,2015-10-18,Standard Class,Consumer,United States,Fort Lauderdale,Florida,South,Furniture,Tables,957.5775,5,0.45,-383.031
2015-10-12,2015-10-14,First Class,Home Office,United States,New York City,New York,East,Furniture,Bookcases,626.352,3,0.2,46.9764
2015-10-12,2015-10-14,First Class,Home Office,United States,New York City,New York,East,Furniture,Bookcases,899.136,4,0.2,112.392
2015-10-12,2015-10-17,Second Class,Consumer,United States,Rochester,New York,East,Furniture,Tables,209.67,1,0.4,-13.978
2015-10-13,2015-10-17,Standard Class,Consumer,United States,Louisville,Kentucky,South,Furniture,Chairs,287.94,3,0.0,77.7438
2015-10-15,2015-10-15,Same Day,Consumer,United States,Amarillo,Texas,Central,Furniture,Chairs,2453.43,5,0.3,-350.49
2015-10-15,2015-10-15,Same Day,Consumer,United States,Mount Pleasant,Michigan,Central,Furniture,Furnishings,17.14,2,0.0,6.1704
2015-10-15,2015-10-15,Same Day,Consumer,United States,Dallas,Texas,Central,Furniture,Furnishings,131.376,6,0.6,-95.2476
2015-10-18,2015-10-22,Standard Class,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,10.11,3,0.0,3.2352
2015-10-20,2015-10-24,Standard Class,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,16.02,6,0.0,6.0876
2015-10-20,2015-10-24,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,74.76,7,0.0,23.9232
2015-10-20,2015-10-24,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Tables,364.776,3,0.2,27.3582
2015-10-23,2015-10-27,Second Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,240.784,1,0.2,27.0882
2015-10-23,2015-10-27,Second Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,191.968,7,0.2,16.7972
2015-10-23,2015-10-27,Second Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,842.352,3,0.2,42.1176
2015-10-24,2015-10-27,First Class,Home Office,United States,Oakland,California,West,Furniture,Chairs,454.272,8,0.2,-73.8192
2015-10-24,2015-10-30,Standard Class,Corporate,United States,Houston,Texas,Central,Furniture,Tables,347.361,7,0.3,-69.4722
2015-10-25,2015-10-30,Standard Class,Corporate,United States,Newark,Delaware,East,Furniture,Chairs,291.1,5,0.0,75.686
2015-10-25,2015-10-25,Same Day,Corporate,United States,Denver,Colorado,West,Furniture,Chairs,582.336,8,0.2,-29.1168
2015-10-25,2015-10-30,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Tables,253.176,3,0.2,-31.647
2015-10-28,2015-11-03,Standard Class,Consumer,United States,Henderson,Kentucky,South,Furniture,Furnishings,33.11,7,0.0,12.9129
2015-10-28,2015-11-03,Standard Class,Consumer,United States,Henderson,Kentucky,South,Furniture,Furnishings,24.1,5,0.0,9.158
2015-10-30,2015-11-02,Second Class,Corporate,United States,Denver,Colorado,West,Furniture,Furnishings,15.488,4,0.2,3.6784
2015-10-31,2015-10-31,Same Day,Consumer,United States,Redlands,California,West,Furniture,Chairs,323.136,4,0.2,20.196
2015-10-31,2015-10-31,Same Day,Consumer,United States,Redlands,California,West,Furniture,Bookcases,425.833,1,0.15,20.0392
2015-11-01,2015-11-05,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,205.164,2,0.1,13.6776
2015-11-01,2015-11-03,Second Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,327.564,4,0.1,21.8376
2015-11-01,2015-11-05,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,259.7,5,0.0,106.477
2015-11-01,2015-11-08,Standard Class,Consumer,United States,Conway,Arkansas,South,Furniture,Tables,301.96,2,0.0,45.294
2015-11-02,2015-11-07,Standard Class,Consumer,United States,Troy,New York,East,Furniture,Chairs,109.764,2,0.1,8.5372
2015-11-02,2015-11-06,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Bookcases,512.499,3,0.15,-30.147
2015-11-02,2015-11-06,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,96.96,6,0.0,33.936
2015-11-02,2015-11-04,First Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,2621.322,11,0.1,553.3902
2015-11-02,2015-11-06,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Tables,1038.84,5,0.2,51.942
2015-11-03,2015-11-05,First Class,Corporate,United States,Long Beach,New York,East,Furniture,Chairs,1448.82,10,0.1,209.274
2015-11-03,2015-11-07,Standard Class,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,42.6,3,0.0,16.614
2015-11-05,2015-11-09,Standard Class,Corporate,United States,Monroe,North Carolina,South,Furniture,Chairs,207.0,3,0.2,25.875
2015-11-07,2015-11-09,Second Class,Consumer,United States,Burlington,Vermont,East,Furniture,Chairs,715.2,3,0.0,178.8
2015-11-07,2015-11-09,Second Class,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,190.72,1,0.2,11.92
2015-11-07,2015-11-12,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,64.96,5,0.6,-84.448
2015-11-08,2015-11-12,Standard Class,Corporate,United States,Burlington,Vermont,East,Furniture,Bookcases,4404.9,5,0.0,1013.127
2015-11-08,2015-11-08,Same Day,Corporate,United States,New York City,New York,East,Furniture,Chairs,577.764,2,0.1,115.5528
2015-11-08,2015-11-13,Second Class,Consumer,United States,Hampton,Virginia,South,Furniture,Furnishings,186.54,3,0.0,41.0388
2015-11-08,2015-11-14,Standard Class,Consumer,United States,West Jordan,Utah,West,Furniture,Furnishings,66.69,3,0.0,22.0077
2015-11-08,2015-11-08,Same Day,Corporate,United States,New York City,New York,East,Furniture,Furnishings,11.82,3,0.0,4.728
2015-11-08,2015-11-15,Standard Class,Corporate,United States,Jacksonville,North Carolina,South,Furniture,Furnishings,4.712,1,0.2,1.4136
2015-11-09,2015-11-13,Standard Class,Consumer,United States,Springfield,Missouri,Central,Furniture,Tables,1024.38,7,0.0,215.1198
2015-11-10,2015-11-14,Standard Class,Home Office,United States,Roseville,Minnesota,Central,Furniture,Furnishings,29.22,3,0.0,12.8568
2015-11-12,2015-11-19,Standard Class,Corporate,United States,Plantation,Florida,South,Furniture,Chairs,146.136,3,0.2,16.4403
2015-11-12,2015-11-19,Standard Class,Corporate,United States,Plantation,Florida,South,Furniture,Chairs,523.92,5,0.2,-72.039
2015-11-13,2015-11-19,Standard Class,Consumer,United States,Newark,Delaware,East,Furniture,Bookcases,299.97,3,0.0,56.9943
2015-11-13,2015-11-17,Standard Class,Consumer,United States,Aurora,Colorado,West,Furniture,Furnishings,102.36,3,0.2,-3.8385
2015-11-13,2015-11-13,Same Day,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,17.496,9,0.6,-7.4358
2015-11-13,2015-11-17,Standard Class,Home Office,United States,Helena,Montana,West,Furniture,Furnishings,63.98,7,0.0,21.7532
2015-11-13,2015-11-17,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Bookcases,613.9992,3,0.32,-18.0588
2015-11-13,2015-11-17,Standard Class,Consumer,United States,San Bernardino,California,West,Furniture,Bookcases,683.332,4,0.15,-40.196
2015-11-14,2015-11-19,Standard Class,Consumer,United States,Rio Rancho,New Mexico,West,Furniture,Chairs,883.84,4,0.2,99.432
2015-11-14,2015-11-19,Standard Class,Consumer,United States,Dover,Delaware,East,Furniture,Furnishings,76.14,3,0.0,26.649
2015-11-14,2015-11-19,Standard Class,Consumer,United States,Rio Rancho,New Mexico,West,Furniture,Chairs,230.352,3,0.2,20.1558
2015-11-15,2015-11-19,Standard Class,Home Office,United States,Harrisonburg,Virginia,South,Furniture,Furnishings,39.96,2,0.0,14.3856
2015-11-16,2015-11-20,Standard Class,Corporate,United States,Boise,Idaho,West,Furniture,Tables,696.42,2,0.0,160.1766
2015-11-16,2015-11-18,Second Class,Home Office,United States,Milwaukee,Wisconsin,Central,Furniture,Tables,653.55,3,0.0,111.1035
2015-11-16,2015-11-18,Second Class,Home Office,United States,Milwaukee,Wisconsin,Central,Furniture,Furnishings,185.58,6,0.0,76.0878
2015-11-16,2015-11-18,Second Class,Home Office,United States,Milwaukee,Wisconsin,Central,Furniture,Tables,214.11,3,0.0,36.3987
2015-11-16,2015-11-20,Standard Class,Corporate,United States,Chicago,Illinois,Central,Furniture,Furnishings,34.504,2,0.6,-15.5268
2015-11-17,2015-11-24,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,Central,Furniture,Chairs,1323.9,5,0.0,383.931
2015-11-17,2015-11-21,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,36.6,3,0.0,15.372
2015-11-17,2015-11-21,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,225.568,2,0.2,2.8196
2015-11-17,2015-11-21,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,80.96,4,0.0,29.1456
2015-11-19,2015-11-21,Second Class,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,141.96,2,0.0,22.7136
2015-11-20,2015-11-25,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Bookcases,186.048,4,0.2,9.3024
2015-11-20,2015-11-27,Standard Class,Consumer,United States,Miami,Florida,South,Furniture,Bookcases,290.352,3,0.2,-36.294
2015-11-20,2015-11-24,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,32.04,3,0.0,8.01
2015-11-20,2015-11-25,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,22.14,3,0.0,6.4206
2015-11-20,2015-11-24,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,344.372,4,0.3,-93.4724
2015-11-20,2015-11-24,Standard Class,Consumer,United States,Oakland,California,West,Furniture,Chairs,572.16,3,0.2,35.76
2015-11-20,2015-11-23,Second Class,Consumer,United States,Aurora,Colorado,West,Furniture,Bookcases,145.764,6,0.7,-247.7988
2015-11-20,2015-11-26,Standard Class,Consumer,United States,Marion,Ohio,East,Furniture,Furnishings,63.824,2,0.2,9.5736
